id,text
232,"📍🆘ต้องการหาหน่วยงานเข้าช่วยเหลือคุณตากับคุณยาย อายุ75ทั้งคู่ติดอยู่ชั้น2 อยู่ด้วยกัน2คน มีโรคประจำตัวทั้ง2คน 
น้ำจากคลองอู่ตะเภาขึ้นถึงชั้น2แล้วคะ (ประมาณตาตุ่ม) บ้านเลขที่ 18 ถ.สันติราษฏร์ (หลังที่ว่าการอำเภอหาดใหญ่) 
ซอยตรงข้ามร้านบ้านครัว
นายสวัสดิ์ ปิ่นทะศิริ 
นางพัน ปิ่นทะศิริ
โทร 081-963****

Map : 7.0009610,100.4585914

https://maps.app.goo.gl/aqVU2NrfHobHydLY9?g_st=ipc"
233,"🚩ขอความช่วยเหลือคะ 🚩

🏠127 ซอย 7 เพชรเกษม ตำบลหาดใหญ่ อำเภอหาดใหญ่ จังหวัดสงขลา 90110

👥 : เป็นครอบครัวใหญ่คะ แถมบ้านใกล้เคียงกัน ประมาณ 20 คนได้คะ มี ผู้สูงอายุป่วยติดเตียง 1 มีผู้หญิงท้องแก่ 1 มีเด็ก(อายุไม่เกิน 15 ) 4 คน 
มีวัยรุ่น-วันทำงาน และ มีผู้ใหญ่ที่มีอายุ 40-50 ขึ้นไป (ไม่ค่อยทราบปริมาณที่แน่นอนว่ากี่คน) รวมๆที่แน่ๆ 20 คน และมีหมา 2 ตัว มี แมว 4 ตัวคะ
ช่วยรบกวนหน่อยนะคะ 

📞ติดต่อเบอร์
098212****"
234,ช่วยนำคนในบ้านออกมายังศูนย์พักพิง
235,บ้านเลขที่ 46/220 ถ.นิพัทธ์สงเคราะห์ 3 น้ำภายในบ้านชั้น 1 ท่วมระดับอก ไม่สามารถออกมาได้ มีผู้สูงอายุ อายุเกือบ 80 ปี พักอาศัยอยู่ 2 ราย รบกวนช่วยเหลือด้วยนะคะ หรือขออาหารและน้ำดื่มก็ยังดีค่ะ แบตโทรศัพท์น่าจะใกล้หมดแล้วโดนตัดไฟเข้าวันที่ 3 แล้วค่ะ ต้องอพยพขึ้นไปอยู่ชั้น 2
236,"ขอความช่วยเหลือค่ะ มีผู้หญิง2 คน ติดอยู่บนขั้น2  พิกัด 33 ซ.1/1 ถ.นิพัทสงเคราะห์4
หลังบ้านพักแบงค์ชาติ   
ครูไอซ์  065 090 ****"
237,"⚠️ ขอความช่วยเหลือด่วนค่ะ

บ้านเลขที่ 906 ถ.เลียบคลองระบายน้ำ ร.1 ต.ควนลัง อ.หาดใหญ่ จ.สงขลา
พิกัด: https://maps.app.goo.gl/TximB6CJMo95aHBa9?g_st=ipc

ขณะนี้มี ผู้หญิง 3 คน และเด็ก 1 คน ต้องการอพยพออกจากพื้นที่โดยด่วน เนื่องจากระดับน้ำเพิ่มสูงและเป็นกระแสน้ำเชี่ยว บ้านอยู่ติดริมคลอง ร.1 และ น้ำเริ่มทะลักเข้าบ้าน เกรงว่าจะถูกน้ำพัดพา

ขอความอนุเคราะห์ จัดส่งเรือเข้าพื้นที่เพื่ออพยพโดยเร็วที่สุด ค่ะ

ติดต่อ:
📞 คุณอิ้ก 082-471-**** / 098-873-**** / 083-191-****  (สัญญาติดต่อเริ่มขาดหาย)

พื้นที่รอบข้างยังมีหลายบ้านที่มีความเสี่ยงสูงเช่นกัน
ขอความกรุณาหน่วยงานเข้าช่วยเหลือด้วยนะคะ 🙏🏻"
238,"🆘ขอความช่วยเหลือด่วนๆ🆘ตอนนี้ น้ำถึงชั้น2แล้วค่ะ ลุงอายุ 75ปี กับป้าติดอยู่ในบ้าน ชุมชนปลักหว้า แถวร้านแกงพี่ปรานี โรงขนมจีน บ้านปักธงชาติหลังคา  ติดต่อหลายๆๆหน่วยงานไม่รับสาย ต้องการอพยพค่ะ ทั้งหมดประมาน 30-40คนค่ะ
086-961**** มุก
062-061**** ปูด"
239,"‼️‼️ ด่วนที่สุด ถ.รัตนวิบูลย์ (สาย1) ไม่มีน้ำ ไม่มีอาหาร (ทั้งซอย)  ขาดการต่อไปแล้ว 
ไม่มีหน่วยงานไหนเข้าถึงเลยค่ะ  
📍พิกัดบ้านเลขที่ 112 ถนนรัตนวิบูลย์ ต.หาดใหญ่ อ.หาดใหญ่ 

📌 ต้องการ : อาหาร น้ำดื่ม ไฟฉาย และแบตสำรอง
** สมาชิกติดอยู่ในบ้านเยอะค่ะ พ่อ,ป้า,ลุง,พี่,และหลาน 2 คน
มีผู้สูงอายุ ผู้ป่วยติดเตียงที่มีโรคประจำตัวและเด็กๆ 🥹  ขอความเมตตาด้วยนะคะ ❤️

สามารถติดต่อเบอร์ 080172**** แซม 
(เพื่อขอข้อมูลเพิ่มเติมได้ค่ะ)"
240,"📌📌ขอความช่วยเหลือค่ะ📍📍
บ้านเลขที่ 31 ถ.นิพัทธ์สงเคราะห์ 1 ซอย 14
ซอยตรงข้าม รร.ศรีสว่างวงศ์ เกาะเสือ มีคนติดอยู่ในบ้านชั้น 2 จำนวน 2 คนค่ะ บ้านตรงหัวมุม หลังสีเหลืองค่ะ โทร091987****,098426****"
241,"ช่วยด่วน!!! 689/15 ถนนปลักหว้า 7
ต.ควนลัง อ.หาดใหญ่ 
คนท้อง 1 คน แม่ 1 คน ครับ 
ช่วยหน่อยครับ 🙏😥"
242,"🚨🚨🚨#ขอช่วยด่วนๆ🚨🚨🚨
ตั้งเเต่เช้าจนถึงเวลานี้ยังไม่มีใครเข้าไปช่วยเลยค่ะ #นํ้าถึงชั้น2 เเล้วค่ะ น้องสาวอยู่คนเดียวค่ะ ไฟตัด สัญญาณเครือข่ายอ่อนมากๆ นํ้าขึ้นเรื่อยๆเเล้วคะ
#พิกัด บ้านเลขที่ 296 ซอย 22 สุทธิสมิทธิ์ ถนน พลพิชัย อ.หาดใหญ่ จ.สงขลา
#ต้องการอพยพด่วนๆ 
เบอร์ติดต่อ 092-597-**** 063935****"
243,"ขอความช่วยเหลือ​ ชา​นัย​อพาร์ท​เม้นท์​ 42​/12-14​ ห้อง​ 102
ถ.ศรี​ผดุง​วิถี​ อ.หาดใหญ่​ ซอย​โรงแรม​เมอริเดียน​ตรงไป อีก​นิด​หนึ่ง​คะ
โทร​ 093068****
ต้องการ​อพยพ​ด่วน​คะ​ ตอนนี้​น้ำ​ท่วม​ถึง​ชั้น​2แล้ว​คะ​ ติด​อยู่​หลาย​คน​คะ​ ขอ​ความกรุณา​ช่วยเหลือ​ด้วย​น่ะค่ะ​ ไม่มี​น้ำ​ ไม่มี​อาหาร​คะ"
244,"📌📌 รบกวนขอความช่วยเหลือหน่อยครับ

บ้านเลขที่ 43 จันทร์วิโรจน์ ซอย 1
และเพื่อนบ้านในซอยอีกจำนวนมาก ติดน้ำท่วม ขาดการติดต่อทั้งที่บ้านและเพื่อนบ้าน ติดต่อไม่ได้ ต้องการข้าวกับน้ำ #น้ำดื่มและอาหาร และอยากให้เอาเรือเข้าไปรับ 

ติดต่อหน่วยงานไหนไม่ได้เลย 
โทร 088782****
081955****"
245,"“ขอความช่วยเหลืออพยพครอบครัวติดน้ำท่วม”
📍 สถานที่: 80/22 ถนนนิพัทธ์สงเคราะห์ 4 ต.หาดใหญ่ อ.หาดใหญ่ (ใกล้วัดเกาะเสือ)
🏠 ผู้ติดอยู่ในบ้านทั้งหมด 4 คน:
เด็กเล็กอายุ 1 ขวบ 1 คน
ผู้ใหญ่ 3 คน อายุ 60 ปี, 50 ปี, 37 ปี
😰 สภาพปัจจุบัน: น้ำท่วมสูง ออกจากบ้านไม่ได้
🍼 มีเด็กเล็ก อาหารและนมกำลังจะหมด
🙏 ต้องการความช่วยเหลือด่วนในการอพยพและนำอาหาร/นมเด็กเข้าช่วย
📞 เบอร์ติดต่อกลับ: 084-966-**** (คุณรวมพร สมประสงค์) 093-159-****(คุณอาร์ม)"
246,"🚨 ขอความช่วยเหลือ ต้องการเรือด่วนค่ะ 

น้ำท่วมถึงชั้น 2 น้ำเลยเอวมาเเล้วค่ะ ติด 2 คน 
ชายอายุ 30 เเละ คนเเก่อายุ 87 ปี มีโรคประจำตัว 
น้ำไฟไม่มี แบตกำลังจะหมด 🙏🏻🥲
📌 ช่วยกันเเชร์หน่อยนะคะ"
247,เขตแปดคะ  ซ 14 มีคนติดยุคะ เดก สอง ผู้ใหญ่ สอง และเพื่อนข้างบ้านคะ
248,"🚨ขอความช่วยเหลือด่วนค่ะ🚨
คุณแม่ น้าสาว ยาย เด็กจำนวน 5 คน และผู้ใหญ่ จำนวน 10 คน ขาดแคลนอาหารและเครื่องดื่ม
📌 พิกัด : บ้านเลขที่ 90 และ 76 รัตนอุทิศ ซ.19 ต.หาดใหญ่ อ.หาดใหญ่ 2 ครอบครัวค่ะ 
ตอนนี้น้ำท่วมสูงกำลังจะถึงชั้น 2 ค่ะ
และไม่สามารถติดต่อทางครอบครัวได้

บริเวณดังกล่าวยังไม่มีหน่วยงานไหนเข้าถึงเนื่องจากกระแสน้ำเชี่ยวและสูงมาก 😭🙏🏻"
249,"ช่วยหน่อยค่ะ❗️❗️❗️น้ำถึงชั้น 2 แล้วค่ะ

ต้องการความช่วยเหลือค่ะติดอยู่ในบ้าน4คนมีเด็กเล็กอายุ 2 ขวบและ 3 ขวบระดับน้ำสูงไม่สามารถออกไปได้ อาหารใกล้หมดค่ะ

488/5 ถนนราษฎร์อุทิศ ตำบลหาดใหญ่ อำเภอหาดใหญ่ 

061178**** 

กราบขอความเมตตาและขอบคุณมากๆคะ

โลเคชั่น https://maps.app.goo.gl/FnJSaLj3aGnvZr637 

พิกัด 7°00'43.4""N 100°27'38.4""E"
250,"🚨น้ำขึ้นชั้น 3 แล้วทุกคนกำลังแย่🚨

....ส่วนใหญ่เป็นเด็กและผู้สูงอายุ อยู่กัน 24 คนค่ะ....

📌พิกัดหลังโรงเรียนบ้านบางแฟบ 📌
.....50/3 ซอยราษฎร์บำรุง ต.ควนลัง อ.หาดใหญ่
......เบอร์โทรติดต่อ .....
091425**** สูน้อง
088790**** พี่หนึ่ง"
251,ขอความช่วยเหลือ มีผู้สูงอายุ สตรี และเด็ก เบอร์ติดต่อ 081174**** และ099195**** บ้านอยู่ในซอยตรงข้ามสนามกีฬาจิระนคร ถนนนิพันธ์สงเคราะห์ 1 เลขที่ 101/101 อยู่ในซอย มีทั้งเด็กและคนสูงอายุ ต้องการความช่วยเหลือค่ะ
252,ช่วยอพยพหน่อยค่ะ 1003 ซ.แม่เทียบ ถ.รัถการ ตลาดริมทางรถไฟ เลี้ยวซ้าย ตรอกซอยเล็กๆยุขวามือ บ้านติดรางรถไฟโกดังสถานี2 ฝั่งตลาดสด 8 คน มีแต่ผู้หญิง เด็ก คนป่วยค่ะ 089654**** ต้องใช้เรือค่ะ บ้านมองจากซอยหลังสุดท้ายมีระเบียงบ้านยื่นออกไป โล่งๆ ตะโกนได้เลยค่ะ เข้าทางซอยแม่เทียบ ตึกร้านแม่เทียบสีเขียวปากซอย ไปสุดซอย จะเห็นระเบียงบ้านยื่นออกมาค่ะ ติดรางรถไฟ
253,"ยังมีผู้หญิง อยู่คนเดียว กับแมว 1 ตัว
ซ. หลังตลาดยรรยง"
254,"ขอความช่วยเหลือคับ
รัถการซอย1 (ซันวินเฮาส์) ติดอยู่ที่ชั้น2 หอมี2ชั้น 6คนต้องการอพยพ ช่วยหน่อยนะคับ
โทร .061219****"
255,"ขอความช่วยเหลือค่ะ
หอพัก 4ever ชั้น3
ถนนคลองเรียน 2 ซอย 5
ครอบครัว ชาย 1 หญิง 1 เด็กเล็ก1 คน
ตอนนี้ไม่มีอาหาร น้ำดื่ม
ต้องการความช่วยเหลือค่ะ
ช่องทางติดต่อ 093-584****"
256,"‼️ด่วน ขอความช่วยเหลือ รีบอพยพ 
ทั้งหมด 13 ชีวิต ด้วยคะ 
เด็ก 4 คน ผู้ใหญ่ 9 คน 

ติดตั้งแต่วันเสาร์ อยู่บนบ้าน ชั้น 2 
ตอนนี้น้ำจะถึงชั้น2 แล้วค่ะ 

📌ซอย 9 ข้างเสาไฟฟ้าแรงสูง ซ้ายมือ ก่อนถึง โรงเรียนบ้านบางแฟบ 

📌45 หมู่ที่ 2 
ซ. บางแฟบพัฒนา ซอย 9 
ถ.บางแฟบพัฒนา ต.ควนลัง
แถวเขื่อน ร.1 

082-560-****
089-466-****
062-269-****"
257,ตอนนี้เด็กๆยังไม่ได้รับการช่วยเหลือค่ะ
258,"ขอความช่วยเหลือด่วนค่ะ 

🚨ต้องการอพยพ🚨น้ำกำลังจะถึงชั้น 2 ค่ะ
(( ที่พักมีแค่ 2 ชั้น ))
📌ผู้หญิง 1  เด็ก2 ติดในบ้าน แถวโชคสมาน5 ซอย15 บ้านเลขที่125  ตอนนี้ ขาดการติดต่อ ขอความช่วยเหลือด่วน

📞ผู้แจ้ง ญาติ (คุณวัฒน์ โทร.086 078****),คุณป้ะ 081 498****"
259,🗣️🗣️ขอความช่วยเหลือด่วน หลานติดยุวที่ วิทยาลัยเทคโนโลยีช่างกล หาดใหญ่ ตอนนี้ขาดการติดต่อแล้ว หลานมีลูกเลก 2 คน ขอความช่วยเหลือด่วนไปนะคะ ตอนนี้นำกำลังจะขึ้นชั้น 2 แล้ว วอนหน่วยงานที่อยู่ใกล้เคียง ช่วยเหลืออพยพด้วยนะคะ สงสารเดกๆ อายุ 10 เดือน กับ 2 ขวบ 🙏🏻🙏🏻🙏🏻🙏🏻
260,"🙏ได้โปรดต้องการความช่วยเหลือด่วนค่ะ
ติดอยู่ในบ้าน4วันแล้ว วันที่24น้ำขึ้นมาถึงชั้น2 และจะเพิ่มขึ้นอีก ไม่มีทึ่จะอยู่แล้วค่ะ ไม่มีไฟ น้ำ อาหาร คนในซอยติดอยู่ในบ้านเกือบทั้งซอยประมาณ10กว่าหลัง มีเด็กและผู้สูงอายุ ขอความช่วยเหลือหน่อยค่ะ🙏 เพราะทางผู้ว่าแจ้งน้ำจะขึ้นสูงอีก และณ.วันที่25ติดต่อใครไม่ได้เลย 
พิกัด: 464 ถนนรัถการ ซอย14 หาดใหญ่
086-956****

https://maps.app.goo.gl/NQNpwC19CY4u54Gh6?g_st=ipc"
261,ขอความช่วยเหลือ บ้านเลขที่ 254/21 ถนน พลพิชัย หมู่บ้านสกายปาร์ค มีเด็กติดอยู่ในบ้านครับ
262,"ขอความช่วยเหลือครอบครัวน้องสาว

📍 ที่อยู่:  ซอยริมคลอง ร 1
บ้านเลขที่ 111 ซอย 10 ถนนเทศาพัฒนา

น้องใช้เบอเพื่อนบ้านโทรมา 086-491-**** เบอร์นี้ค่ะ

⚠️ สถานการณ์ปัจจุบัน:
 • น้ำท่วมสูงถึงชั้น 2
 • ยังไม่มีทีมกู้ภัยเข้าในซอย โซนนั้นเลย
 • น้ำ อาหารเริ่มหมดแล้ว 
 • ล่าสุดเพื่อนบ้านข้ามมาพักอยู่ด้วย ในซอย บ้านชั้นครึ่งอยู่ไม่ได้แล้ว

🙏 ขอความช่วยเหลือหน่วยงานกู้ภัย / ทีมอาสา / เจ้าหน้าที่ในพื้นที่ ช่วยเข้าพื้นที่ไปดูหน่อย #น้ำท่วมหาดใหญ่

https://maps.app.goo.gl/vtuSARAPbA3B2SBU6?g_st=ic"
263,"⚠️⚠️ 🆘 ขอความช่วยเหลือด้วยครับ ⚠️⚠️

⛔️ ต้องการ: ขอความช่วยเหลือเรื่องอาหารน้ำดื่มนมครับ

พิกัดพื้นที่:
บ้านเลขที่ 3 ซอยรัฐประชา (ใบเงิน) ถนนนวลแก้วตัดใหม่ ตำบลคอหงส์ อำเภอหาดใหญ่ จังหวัดสงขลา 90110

📍แผนที่: https://maps.app.goo.gl/kcGE8bQzrzwpJGdu5?g_st=ipc

คนในบ้าน: ผู้ใหญ่ 3คน เด็ก 2คน
ระดับน้ำ: น้ำกำลังขึ้นถึงชั้น 2 แล้ว ภาพอัพเดทเมื่อเช้าครับถนนหน้าบ้านท่วมหัวแล้วระดับน้ำ2เมตรกว่า
080-225-**** Anongnet Kaewsuksri

หมายเหตุ:
ฝากช่วยตรวจสอบและให้การช่วยเหลือบ้านอื่น ๆ ในพื้นที่เดียวกันด้วยนะครับ"
264,"ช่วยด้วยค่ะช่วยประสานหน่วยงานให้ด้วย 
#ซอยเทศาพัฒนา5/1 หาดใหญ่ใน ตอนนี้กลายเป็นทะเลแล้ว 4วันแล้วไม่มีใครเข้ามา ตอนนี้น้ำท่วมจมหลังคาบ้านกันหมดแล้วหลายครัวเรือนที่ต้องขึ้นไปอยู่บนหลายคา ชั้น2ก็เอาไม่อยู่ค่ะ 
ขอความช่วยเหลือช่วยแจ้งหน่วยงานให้เข้ามาดูแลด่วนนะค่ะ มีคนหลายครัวเรือนที่ติดอยู่ แจ้งตั้งแต่เมื่อวาน ยังไม่มีใครเข้าไปช่วยเหลือเลย ขอความอนุเคราะห์ด้วยนะค่ะ คนในหมูบ้านต้องการการช่วยเหลืออย่างด่วนมาก"
265,ขอความช่วยเหลือค่ะ คลองหวะบ้านเลขที่32 ซอยกล้วยไม้ มีคนติดอยู่ในบ้าน 2คน โทรศัพท์แบตหมดติดต่อไม่ได้
266,ช่วยอพยพที่ ซ.3 นิพัทธ์สงเคราะห์1 ซอยข้างโรงเรียนท.1หน่อยค่ะ น้ำกำลังจะขึ้นชั้น2 061636**** 086964****
267,"Mint 'S Araya 
พี่มิ้นท์มากรองทางนี้ค่ะพี่
#ขอความช้วยเหลือ 
ช่วยน้องเคสนี้ด้วยนะคะ"
268,"‼️วินาทีชีวิต ช่วยด้วยค่ะ‼️

🚩🚩ขอความช่วยเหลืออพยพด่วนค่ะ 📍📍📍

คนแก่หนีขึ้นหลังคาไม่ได้ เป็นผู้ป่วย บ้านชั้นเดียว
ระดับน้ำในบ้านถึงหัวแล้ว 

📍65/16 the rich house บางศาลาสามัคคี ซอย 3 บ้านพรุ หาดใหญ่ สงขลา อยู่หลังเกือบสุดซอย

คนสูงอายุ 2 คน 
สุนีย์ จงอ่อนกลาง อายุ 74 เดินไม่ค่อยสะดวก
ธนศร จงอ่อนกลาง อายุ 50 
ติดอยุ่ในบ้านชั้นเดียวตอนนี้แช่น้ำยืนอยุ่บนเค้าเต้อครัว อยู่ในบ้าน บ้านกำลังจะจมน้ำ

ระดับน้ำในบ้านมิดหัว นอกบ้านมิดหัว

ไม่มีน้ำและอาหาร ต้องการอพยพออกจากพื้นที่ด่วน

โทรติดต่อหน่วยงานบอกน้ำเชี่ยวเข้าไม่ได้เลย ต้องรอกองทัพเรือมาช่วย

ใครพอมีเจ็ตสกี เฮลิตอปเตอร์ หรือมีคอนแท็คหน่วยงานไหนที่มีฮอลล์ ช่วยย่าหน่อยนะคะ ไม่รู้จะติดต่อใครแล้ว

โทร : 092-059**** (ย่าติ๋ม)

ใครมีข้อมูลหรือคำแนะนำติดต่อ 062-895**** (บุ้ค)

บ้านพรุ ตอนนี้ทีมกู้ภัยถอนกำลังแล้วค่ะ ไม่รู้จะหวังพึ่งทางไหนจริงๆ"
269,"🆘🆘ต้องการความช่วยเหลือ🆘🆘
⚠️⚠️ต้องการอพยพด่วน⚠️⚠️
รบกวนช่วยเหลือบ้านสวนวังนนท์ด้วยนะคะ ตอนนี้มีแม่และพี่ชายกับคนอื่นๆติดอยู่เยอะมากๆ ทั้งเด็ก คนแก่ น้ำท่วมถึงชั้น1แล้ว บางคนอยู่บนหลังคาแล้วค่ะ ไม่ได้กินข้าว3วันแล้ว ทุกคนเริ่มเหนื่อยกันมากๆ พยายามติดต่อหลายๆหน่วยกู้ภัยหลายครั้งแล้วค่ะ

📍 โครงการบ้านสวนวังนนท์ บ้านพรุ📍"
270,"🚨 🚨 ขอความช่วยเหลือด่วนครับ
บ้านเลขที่ 3 ม.1 ถนนปลักหว้า 3 ซ.บุญวรรณโณ 2 ต.ควนลัง อ.หาดใหญ่  

ยังไม่มีหน่วยงานไหนเข้ามาในซอยนี้เลยครับ ขาดน้ำและอาหาร ไม่มีสัญญาณมือถือ แบตโทรศัพท์หมด 

เบอร์ติดต่อ 093757**** แม่อยู่ในบ้าน
098713**** ผู้แจ้งอยู่คนละที่กันครับ

**ในบ้านไม่มีอาหารสำรองแล้วครับ ‼️
#น้ำท่วมหาดใหญ่"
271,"จำนวน 6 คน
บ้านเลขที่ 64 ซอย 11 ถนนรัตนอุทิศ
084-198-**** พิมพา 
081-276**** คุณชนันต์
คุณทิพวรรณ์ 087-632-****"
272,เขต 8 ค่ะ ซอยแก้วอุทิศ น้ำยังสูงขึ้นเรื่อยๆ มีหลายคนติดอยู่ค่ะ 3 วันแล้ว เนตใช้ไม่ได้ค่ะ
273,"#ขอความช่วยเหลือ
#มีผู้ป่วยติดเตียง
สุกัญญา วัดฟุ้งเฟื่อง
179/4  หมู่บ้านนิพัทธ์แลนด์ ถนนคลองเตย 26/2 ต.คอหงส์ อ.หาดใหญ่ จ.สงขลา 90110
/โทร.064021**** , 090075****"
274,สถานะบางคน ไม่พร้อมกรอกข้อมูลนะคะ เช่น แบตหมด ไม่มีไฟฟ้าใช้ อย่ารอให้ชาวบ้านมานั่งกรอกข้อมูล แผนที่แผนผังข้อมูลประชากรมี ลงพื้นที่ไปเลยค่ะ
275,"#ขอความช่วยเหลือให้น้องสาวด้วยนะคะ
ตอนนี้ติดอยู่ที่ซอย3คลองแหบ้านเลขที่28หน้าอนามัยมีเด็กอ่อนด้วยคะตอนนี้ติดอยู่ด้วยกัน14คน🙏🙏🙏ขอความกรุณานะคะช่วยน้องไห้ด้วยติดต่อใครไม่ได้แล้วตอนนี้"
276,ติดต่อพี่สาวไม่ได้เลย ตั้งแต่เมื่อวาน ร้านสลัดคุณเปิ้ล ใครพอรู้ข่าว ขอส่งมาบอกหน่อยนะจ๊ะ จะขอบคุณมาก  เป็นห่วงพี่สาวมาก ใครเคยเห็นหรือรู้จัก แจ้งบอกมาทีนะจ๊ะ🙏🙏🙏🙏 เพราะไม่สามารถติดต่อใครได้เลย
277,"🆘🆘🆘🆘ขอความช่วยเหลือค่ะ
ตอนนี้น้ำเข้าชั้น2แล้ว
มี 9 คนค่ะ มีตนท้องด้วย
พิกัด ซอยสุทธิพัชระ เขต8
ซอยอยู่ตรงข้าม โรงแรมB2
บ้านหลังสุดท้าย ของซอย
  ตอนนี้โทรศัพท์ คนใบ้านแบตไกล้หมดเหลือ5%
🙏🏻🙏🏻ช่วยด้ายค่ะ🆘🆘ด่วน  ด่วน
โทร 096-145****"
278,"#ขอความช่วยเหลือครับ 🙏🙏🙏🙏
 หมู่บ้านฐิตารัตน์ ม.7 ต. ทุ่งลาน อ.คลองหอยโข่ง
พี่สาวกับหลานสาวติดอยู่ในบ้าน น้ำมาแรงและสูงขึ้นเรื่อยๆ ตอนนี้ขึ้น ชั้น 2 อีก 1 เมตรจะถึงหลังคา แล้วครับ 
มีคนติดในหมู่บ้านนี้อีกหลายคนครับ
ขาดอาหารและน้ำ 2 วันแล้วครับ 
ต้องการอพยพด่วนครับ ยังไม่มีหน่วยงานไหนช่วยเหลือ
 ติดต่อ 083655**** คุณหลิง"
279,"ขอความช่วยเหลืออย่างเร่งด่วนค่ะ 
1.ชื่อผู้แจ้ง: กชณิภา  เลียดรักษ์
2.ที่อยู่ /พิกัดที่ต้องการขอความช่วยเหลือ
หอพัก ณ หาดใหญ่เพลส
เลขที่ 1/1
ซ.1 แก้วสมิทธิ์ (หลังวัดปลักกริมใน อยู่สุดซอย) ต.หาดใหญ่  อ.หาดใหญ่ จ.สงขลา 90111
3.จำนวนคนที่ติดอยูในพื้นที่:ประมาณ 100 
คน มีเด็กเล็กและเด็กอายุ8เดือน นักศึกษาคนทำงาน 
4.เบอร์ติดต่อกลับ:
095 825****
093 338****
ตอนนี้ติดต่อค่อนข้างยากค่ะ ไม่ค่อยมีสันณาน"
280,"🚨🆘ขอความช่วยเหลือครับ บ้านเลขที่172 โชคสมาน 6 เขต8 มีผู้สูงอายุ ป่วยเป็นโรคไต 1คน (พ่อ) เด็กโต 1 คน (น้องชาย)ติดอยู่ชั้น 2 ซึ่งน้ำขึ้นจะถึงชั้น 2 แล้วครับ ตอนนี้ติดต่อไม่ได้แล้ว ไม่มีทั้งไฟฟ้าและสัญญาณโทรศัพท์ ช่วยด้วยครับ🚨🆘

บ้านเลขที่ 172 โชคสมาน6 ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 

ต้องการอพยพด่วน

เบอร์ติดต่อผู้แจ้ง:099-619****
เบอร์ติดต่อน้องสาว: 084-234-****
รบกวนด้วยครับ ขอบคุณครับ🙏🏻"
281,ตอนนี้ขาดการติดต่อแล้วค่ะ
282,"‼️ด่วนนนน!!! ขอรับความช่วยเหลือ

📌พื้นที่ ซอย 12 ถนนโชคสมาน 5 อำเภอหาดใหญ่ จังหวัดสงขลา
- ประชาชนขาดแคลนน้ำและอาหาร
- บางบ้านมีเด็กเล็ก และผู้ป่วยสูงอายุ
- ยังไม่มีหน่วยงานเข้าไปช่วยเหลือ
- สัญญาณโทรศัพท์ไม่มี / แบตโทรศัพท์หมด
- ขอความช่วยเหลือ เรือ / หน่วยกู้ภัย เข้าไปด่วน"
283,"🆘ขอความช่วยเหลือครับ ต้องการอพยพด่วนๆๆ🆘
บ้าน 14/12 ซอยแสนห้า ตรงข้ามหมูกะทะเรือนเพชร 
ถ.ศรีภูวนารถใน(สุดซอยแสนห้า)
ตอนนี้น้ำขึ้นชั้น2  ระดับหน้าแข้งแล้วครับ

มีหลายครัวเรือนมาอยู่ที่บ้านหลังนี้ ปริมาณน้ำสูงขึ้นเรื่อยๆ น้ำไหลแรงมาก มีผู้ใหญ่หลายคนเลยครับ
 
ไม่มีอาหาร โดนตัดไฟมา3 วันแล้ว ไม่มีหน่วยงานไหนเข้าไปถึงเลย ตอนนี้ติดต่อใครไม่ได้แล้วครับ 
ขอความช่วยเหลือหน่อยนะครับ
🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
เบอร์ผู้แจ้ง 098-154**** ,093-664-****"
284,"ช่วยยยยด้วยครับ🆘
223 โชคสมาน 5ซ.7ด้วยครับ
น้ำจะถึงชั้น 2 แล้วครับ
อยากให้ช่วยแม่ ออกมาจากบ้านก่อน
แม่ไม่แข็งแรง ตอนนี้น้ำสูงมากครับ
https://maps.app.goo.gl/DXdqmkURhwwLG4Vs5"
285,"ต้องการความช่วยเหลือหน่วยงานไหนก็ได้ที่มีเรือขนย้าย มีคนติดอยู่ในบ้าน2คน มีแมวสามตัวด้วยนะ ถ้าหากถึงจุดหมายที่ให้ไว้แล้วช่วยตะโกนเรียกหน่อยนะครับ โทรศัพท์แบตเตอรี่หมด โทรเข้าไม่ได้
ตำแหน่งบ้านโชคสมาน5 ซอย 22 บ้านเลขที่ 26"
286,"❗️โซนที่อยู่ บ้านเลขที่ 121 ถนนโชคสมาน 5 ซอย 10 หาดใหญ่

ชื่อ: ผักบุ้ง

คนในบ้าน:มีคุณตา วัย 87 ปี เป็นโรคหัวใจ ยาย วัย 85 ปี มีโรคประจำตัว มีลุงอีกคน เป็นโรคมะเร็ง

ระดับน้ำ: มิดชั้น 1 และกำลังเพิ่มสูงขึ้นอีก

จุดสังเกตุ : ซอย10 โชคสมาน5 บ้านหลังสีชมพู

⛔️ต้องการ: อาหาร น้ำ ยาประจำตัว ต้องการที่จะอพยพคนออกค่ะ

ติดต่อ: 089733****

✌🏻 ต้องการอพยพออกจากพื้นที่   #ช่วยหน่อยนะคะ 

พิกัด
https://maps.app.goo.gl/uVrU6UADpTnYL18F7?g_st=ipc"
