tweet_id,translated_thai,true_text_info,true_text_human,agent1_predicted_info,agent2_predicted_category,final_predicted_info,final_predicted_category,tweet_text_char_count,translated_thai_char_count,token_in_use,token_out_use,agent1_latency_seconds,agent2_latency_seconds,latency_seconds,temperature
910579826880241665,พายุมาเรียถล่มเปอร์โตริโกซ้ำอีกรอบ ตอนนี้พายุกำลังจะเคลื่อนตัวออกจากเกาะแล้วเตรียมเบนขึ้นไปทางชายฝั่งตะวันออกต่อ https://t.co/uzYwmO7m2U,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,144,136,1776,19,0.5016155242919922,0.431607723236084,0.9332232475280762,0.0
913749600464379904,#พายุมาเรีย ตอนนี้ลดระดับเป็นพายุโซนร้อนแล้ว กำลังเคลื่อนตัวไปทางไอร์แลนด์ https://t.co/6d5np1osAq,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,79,98,1740,24,0.512700080871582,0.39377260208129883,0.9064726829528809,0.0
870299034874896384,เตรียมตัวพ่นสีเคลือบป้องกันให้รถแล้ว #TeamSHARKRacing #TSR-V2 #Mora #DIMO #formulastudentuk #FS2017 https://t.co/NhTT5pPpN7,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,139,123,512,10,0.5782842636108398,0.0,0.5782842636108398,0.0
909785366231691264,"กำลังขับรถไปทำงาน เจอคนขายเสื้อ ""รอดตายจากเออร์มา"" ด้วย... เร็วไปไหมเนี่ย? #toosoon",not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,107,83,491,10,0.37888026237487793,0.0,0.37888026237487793,0.0
913057142399279105,พายุมาเรียความเร็วลมเพิ่มขึ้นอีก 5 ไมล์ต่อชั่วโมง ตอนนี้กลับมาเป็นพายุเฮอริเคนระดับ 1 อีกรอบแล้ว https://t.co/mkLYGmulYS,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,114,120,1756,19,0.423084020614624,0.5188701152801514,0.9419541358947754,0.0
914221296904544256,ผ่านไป 2 สัปดาห์ วันอังคารนี้พายุมาเรียจะสิ้นสุดการเดินทางในมหาสมุทรแอตแลนติกแถวอ่าวบิสเคย์แล้ว #Maria #พายุ #ลมแรง #สภาพอากาศ,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,127,126,1772,19,0.41390061378479004,0.5628626346588135,0.9767632484436035,0.0
901704875926544384,ใช่ นั่นคือรถคาดิลแลคที่จมน้ำอยู่ คนขับต้องให้กู้ภัยมาช่วยออกมา #น้ำท่วม,informative,vehicle_damage,informative,vehicle_damage,informative,vehicle_damage,115,72,1720,17,0.4781978130340576,0.49554991722106934,0.973747730255127,0.0
905705459998490624,คู่รักจากสตาร์คเคาน์ตี้ที่ไปฮันนีมูนกำลังเตรียมรับมือพายุเฮอริเคนเออร์มา,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,126,72,1728,19,1.0064902305603027,0.5216629505157471,1.5281531810760498,0.0
921304553840152576,ประธานาธิบดีโปรตุเกสหลังเหตุไฟป่า vs ทรัมป์หลังเหตุพายุเฮอริเคนในเปอร์โตริโก,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,119,76,1732,19,0.47484445571899414,0.47665858268737793,0.9515030384063721,0.0
905705134361120768,สนามบินนานาชาติพรินเซสจูเลียนาพังยับจากพายุเฮอริเคนเออร์มาแล้ว,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,100,62,1724,21,0.49635744094848633,0.5371527671813965,1.0335102081298828,0.0
928321027179823104,ดนตรียังคงบรรเลงต่อในเปอร์โตริโกหลังพายุฮาร์วีย์พัดผ่าน,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,106,55,1714,19,0.49874353408813477,0.5155432224273682,1.014286756515503,0.0
913369943432945665,อัปเดตสถานการณ์แผ่นดินไหวที่เม็กซิโก #MexicoEarthQuake https://t.co/wmCk7OtsdE,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,120,78,1730,19,0.30941009521484375,1.1353178024291992,1.444727897644043,0.0
873942294008930304,#TCRSeries: Francisco Mora คว้าชัยชนะสนามที่ 2 ของสุดสัปดาห์นี้ที่ปอร์ติเมา: https://t.co/sLSFEMS1Jm https://t.co/DRoeKq08HX,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,119,124,514,10,0.3430147171020508,0.0,0.3430147171020508,0.0
904221094143512576,น้ำท่วมจากพายุเฮอริเคนมีสิ่งปฏิกูลและเชื้อแบคทีเรียจากอุจจาระปนเปื้อนอยู่ ระวังกันด้วยนะ https://t.co/3tUZR9VTiG #ข่าวเด่น,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,116,122,1778,21,0.39302515983581543,0.6155688762664795,1.008594036102295,0.0
906191939036340224,มาเจอตัวจริงของฮาร์วีย์กับเออร์มาแล้ว ใครจะไปคิดล่ะเนี่ย! https://t.co/2JM6bAUirB https://t.co/NDfCZF1Jmx,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,99,105,509,10,1.1667423248291016,0.0,1.1667423248291016,0.0
910547215818436608,ภาพวันนี้: ทหาร กู้ภัย และชาวบ้านช่วยกันรื้อซากอาคารที่พังถล่มจากเหตุแผ่นดินไหวในเม็กซิโกซิตี้ https://t.co/I1OGxfLe6v,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,138,118,1768,25,0.6378564834594727,0.47173404693603516,1.1095905303955078,0.0
907973594952589314,เออร์มาอยู่อันดับ 7 ในบันทึกการสังเกตการณ์ของเรา ส่วนฮาร์วีย์อยู่อันดับ 18,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,125,74,1730,24,1.362506628036499,0.5756268501281738,1.9381334781646729,0.0
921578610624000004,พ่อรวบรวมของไปบริจาคช่วยผู้ประสบภัยที่เปอร์โตริโกเยอะมาก https://t.co/sCArZhXgnl,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,70,80,1732,25,0.42922163009643555,0.5647890567779541,0.9940106868743896,0.0
909698230836850688,ทารกคลอดระหว่างพายุทอร์นาโดลูกใหญ่กำลังเคลื่อนตัวเข้าถล่มโรงพยาบาล,informative,affected_individuals,informative,other_relevant_information,informative,other_relevant_information,100,66,1714,19,0.9076817035675049,0.5254876613616943,1.4331693649291992,0.0
910268356820967424,ฝนที่ตกปรอยๆ จะหยุดตกช่วงเย็นนี้หลังพระอาทิตย์ตกดิน ดีใจที่ได้เห็นฝนตกบ้าง เพราะพื้นที่แห้งแล้งมาตั้งแต่ช่วงพายุเออร์มาแล้ว,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,139,123,1752,19,0.5226147174835205,0.44252824783325195,0.9651429653167725,0.0
913439872152686597,ร่วมด้วยช่วยกันฟื้นฟูโดมินิกากันเถอะ #Dominica https://t.co/Gp8a8yfL7F https://t.co/1rihCKWvnv,not_informative,not_humanitarian,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,100,94,1758,25,0.5005528926849365,0.5689547061920166,1.0695075988769531,0.0
906613004191531008,เตือนภัยพายุทอร์นาโดในพื้นที่ภาคใต้ของฟลอริดาเพิ่มสูงขึ้นแล้ว หลังพายุเออร์มาเคลื่อนตัวเข้ามาใกล้,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,85,97,1730,19,0.4113037586212158,1.7793617248535156,2.1906654834747314,0.0
922822826272342018,งาน DIAMONDS á½ˆE รวมพลังช่วยเหลือผู้ประสบภัยที่เปอร์โตริโก วันที่ 4 พฤศจิกายนนี้ ที่ White Diamond Lounge ใน Baldwin https://t.co/FRHOQv5aUc,not_informative,not_humanitarian,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,131,141,1762,25,1.8311247825622559,0.7290372848510742,2.56016206741333,0.0
920456400022544384,หมอกเริ่มลงแล้ว ดีใจมากหลังจากไฟไหม้หนักที่แคลิฟอร์เนียตอนเหนือ #BIF2017 https://t.co/Z4TIz0yELp,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,103,96,1750,19,0.2951068878173828,0.6825683116912842,0.977675199508667,0.0
910571932550029312,ตอนนี้พายุเฮอริเคนมาเรียเคลื่อนตัวกลับลงทะเลและกำลังห่างออกจากเปอร์โตริโกแล้ว,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,99,77,1714,24,0.5498991012573242,1.8071215152740479,2.357020616531372,0.0
913219963569176577,รายงานสถานการณ์จาก @jwpetersnyt อ่านแล้วหดหู่มาก ↓ https://t.co/WkdP5e0Po4 #usvirginislands #stcroix #usvi #virginislands #stx https://t.co/39mE0N7L91,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,140,150,1796,19,0.45757508277893066,0.3936192989349365,0.8511943817138672,0.0
901754445876387841,ภาพพายุเฮอริเคน Harvey จากมุมมองบนอวกาศ,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,102,39,1696,19,0.44549989700317383,0.33501410484313965,0.7805140018463135,0.0
916104120972595200,ความช่วยเหลือจากรัฐที่ส่งไปช่วยผู้ประสบภัยที่เปอร์โตริโกยังล่าช้า เพราะการประสานงานขอความช่วยเหลือที่ล่าช้าและปัญหาเรื่องงบประมาณ https://t.co/iwsg2lE0QJ https://t.co/gQAGVXhOvI,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,135,177,1794,25,0.35845255851745605,0.8363542556762695,1.1948068141937256,0.0
906927908673003520,ลมกระโชกแรงขึ้นเรื่อยๆ จากพายุเฮอริเคน Irma ตอนนี้กำลังเคลื่อนตัวเข้าใกล้พื้นที่ฟลอริดาแล้ว,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,120,91,1730,24,0.5761866569519043,0.530735969543457,1.1069226264953613,0.0
905558706552700928,ร้านเฟอร์นิเจอร์แห่งหนึ่งเปิดเป็นศูนย์พักพิงชั่วคราวช่วงน้ำท่วม กลายเป็นฮีโร่ในโลกโซเชียลไปแล้ว https://t.co/VPYUG7UdDx https://t.co/mrqeFJp63e,informative,rescue_volunteering_or_donation_effort,informative,affected_individuals,informative,affected_individuals,123,143,1786,17,0.48204636573791504,0.4675588607788086,0.9496052265167236,0.0
905664051996266497,ความรุนแรงของพายุเฮอริเคนเออร์มาน่ากลัวมาก ล่าสุดพายุซัดกล้องวงจรปิดที่หาดมาโฮพังแล้ว ดูคลิปได้ที่นี่ https://t.co/e9ABLVJHHA https://t.co/kQcAAbtepg,informative,other_relevant_information,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,128,149,1804,21,0.47043371200561523,0.5425417423248291,1.0129754543304443,0.0
906788072016228353,แจ้งเตือน! มีประกาศเตือนภัยพายุทอร์นาโดในพื้นที่เขต Broward จนถึงเวลา 04.16 น. นี้!!! รีบหาที่หลบภัยด่วน! https://t.co/S5t0RihKWQ,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,126,129,1776,19,0.7118353843688965,0.5722758769989014,1.2841112613677979,0.0
910140776952336384,กลับมาเรียนวิชาฟิสิกส์ต่อแล้วหลังพายุเออร์มาผ่านไป https://t.co/DYHbUylJko,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,74,74,1728,19,0.49076128005981445,1.0120539665222168,1.5028152465820312,0.0
909730737401716736,คลิปวิดีโอช่วงเวลาเอาตัวรอดจากพายุเฮอริเคนเออร์มาของพวกเรา | Bhavna's Kitchen https://t.co/Ga5xYn2xvE https://t.co/s2ej9ffWfQ,informative,affected_individuals,informative,other_relevant_information,informative,other_relevant_information,108,125,1784,19,0.4321136474609375,0.5369181632995605,0.969031810760498,0.0
877034167028113408,ดาวน์โหลด Sine Mora v1.31 Apk ได้ที่นี่ https://t.co/cuARX2by6p https://t.co/0EfJx4oIUB,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,76,87,499,10,1.2696292400360107,0.0,1.2696292400360107,0.0
909379506695294976,"แม่ทัพที่คุมกำลังพล 9,000 นายรับมือพายุเออร์ม่า เคยผ่านงานตอนพายุแอนดรูว์มาแล้วเหมือนกัน",informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,137,88,1738,19,0.48836779594421387,0.6889731884002686,1.1773409843444824,0.0
916160388168691713,ความสงบก่อนพายุจะมา #PuberMe #บริจาคช่วยเปอร์โตริโก,not_informative,not_humanitarian,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,125,51,1706,25,0.544379711151123,0.6428689956665039,1.187248706817627,0.1
909754715180867584,ผู้ประสบภัยพายุต้องการความช่วยเหลือด่วน พวกเขาไม่สามารถฟื้นตัวได้ด้วยตัวเอง ช่วยกันบริจาคอุปกรณ์ทางการแพทย์ได้ที่ https://t.co/BzXy6jyKIR #IrmaRecovery #IrmaVictims,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,143,164,1768,25,0.4589266777038574,2.464385747909546,2.9233124256134033,0.1
911648744675860480,หน่วยยามฝั่งเอาถังน้ำ 450 ลิตรกับของใช้จำเป็นไปส่งให้ชาวบ้านที่อ่าวคอรัลเบย์หลังพายุมาเรียถล่มแล้ว,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,122,98,1748,25,0.45992541313171387,0.5246386528015137,0.9845640659332275,0.1
909827798365335552,ทีมงานจาก Leon County กำลังเร่งเคลียร์เศษซากปรักหักพังหลังพายุเออร์มาผ่านไปแล้วนะ,informative,rescue_volunteering_or_donation_effort,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,120,81,1724,21,1.2595453262329102,0.6202392578125,1.8797845840454102,0.1
922977684728061952,เกิดไฟป่าที่เขตเวนทูรา รัฐแคลิฟอร์เนีย https://t.co/OyzWj7Uhqx https://t.co/UD3UhhK1Se,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,98,86,1754,19,0.5534801483154297,0.5766909122467041,1.1301710605621338,0.1
927716079161565185,FEMA โจมตีเชฟชื่อดังที่ทำอาหารแจกผู้ประสบภัยในเปอร์โตริโกไปหลายล้านมื้อ https://t.co/Gu5TFoo9bQ https://t.co/b14sJyPBFY,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,119,119,1776,25,0.44983625411987305,0.5209484100341797,0.9707846641540527,0.1
909116676662206464,เงินบริจาคจาก Austin Bakes เอาไปทำอะไรบ้าง? เงินทั้งหมด 100% มอบให้ @Americares เพื่อช่วยเหลือผู้ประสบภัยพายุเฮอริเคน Harvey! https://t.co/dBbWFpTOjD,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,111,149,1772,25,0.46776247024536133,0.6309685707092285,1.0987310409545898,0.1
909445607550459904,ที่ทำการไปรษณีย์ที่เล็กที่สุดในประเทศรอดจากพายุเฮอริเคนเออร์มามาได้ https://t.co/NhXc3OyV37 https://t.co/QDYuxyetc3,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,101,115,1768,19,0.4635331630706787,0.6074612140655518,1.0709943771362305,0.1
905292553444052994,รีทวีต @defendernetwork: วิธีรับมือกับความรู้สึกผิดที่รอดชีวิตมาได้จากเหตุพายุเฮอริเคนฮาร์วีย์ https://t.co/6PXPVmM3lf https://t.co/va0kGQd02v,informative,affected_individuals,informative,other_relevant_information,informative,other_relevant_information,119,142,1788,19,0.5083248615264893,1.1923017501831055,1.7006266117095947,0.1
911883799247638528,ค่าความกดอากาศตอนพายุเฮอริเคนมาเรียพัดผ่านเปอร์โตริโกเมื่อช่วงต้นสัปดาห์ที่ผ่านมา https://t.co/9O3cAT85eA,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,100,105,1754,19,0.46283483505249023,0.5443942546844482,1.0072290897369385,0.1
910244526392008704,ตรงจุดที่ต้นไม้เคยล้มทับบ้านเราตอนพายุเออร์มาเข้า วันนี้มีกระต่ายแวะมาหาด้วย,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,144,76,1724,21,0.5046331882476807,1.0773475170135498,1.5819807052612305,0.1
907879466394718210,ประกาศเตือนภัยพายุทอร์นาโด พื้นที่เอ็กซ์มอร์ เบลล์เฮเวน และบอสตัน ถึงเวลา 16.00 น. ตามเวลา EDT https://t.co/59Ml0EU5sJ,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,124,118,1772,19,0.4259781837463379,0.5184698104858398,0.9444479942321777,0.1
904476857109590016,"RT @CBSDenver: กลุ่ม Colorado Feeding Kids ช่วยจัดหาอาหาร 50,000 มื้อให้ผู้ประสบภัยพายุฮาร์วีย์ https://t.co/18BksTotkr https://t.co/TK8uW9jyXi",informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,130,143,1778,25,0.3742358684539795,0.5223832130432129,0.8966190814971924,0.1
919571896672206848,คู่รักรอดตายปาฏิหาริย์จากไฟป่าที่แคลิฟอร์เนีย หลังลงไปแช่ตัวในสระน้ำบ้านเพื่อนบ้านนานถึง 6 ชั่วโมง https://t.co/4GkwoSIuWx https://t.co/dBSIQ7Fl7p,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,135,146,1798,21,0.4121570587158203,0.5868046283721924,0.9989616870880127,0.1
920143388590080001,ที่แคลิฟอร์เนียก็เหมือนกัน ไฟป่าที่ต้นไม้ยังยืนต้นอยู่ แต่รถกลับถูกเผาจนล้อละลาย มันไม่สมเหตุสมผลเลย,informative,vehicle_damage,informative,vehicle_damage,informative,vehicle_damage,140,100,1740,17,0.5062782764434814,0.47849249839782715,0.9847707748413086,0.1
930262966460485632,ส่งกำลังใจให้ผู้ประสบภัยแผ่นดินไหวขนาด 7.3 ในอิหร่าน และขนาด 6.5 ในอิรักด้วยครับ https://t.co/p0460HFtep,informative,injured_or_dead_people,informative,other_relevant_information,informative,other_relevant_information,98,104,1758,19,0.7661473751068115,0.5764260292053223,1.3425734043121338,0.1
911874793707905024,อัปเดตเส้นทางพายุ Maria กับ Lee จาก ECMWF ล่าสุดถึงวันที่ 5 ดูได้ที่นี่เลย --> https://t.co/cstgdpxl90 https://t.co/xCsgk4LfCc,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,123,126,1768,19,0.5164289474487305,0.5175817012786865,1.034010648727417,0.1
904397842386739200,ผู้ประสบภัยสูงอายุจากพายุฮาร์วีย์ต้องการความช่วยเหลือเป็นพิเศษ,informative,affected_individuals,informative,affected_individuals,informative,affected_individuals,128,62,1698,17,0.39311742782592773,0.6541528701782227,1.0472702980041504,0.1
904429898944667648,กรมอุตุนิยมวิทยาแจ้งว่า เหตุที่เกิดขึ้นที่แซนฟอร์ดและแองเจียร์เป็นลมกระโชกแรง (microburst) ไม่ใช่ทอร์นาโด,informative,infrastructure_and_utility_damage,informative,other_relevant_information,informative,other_relevant_information,136,105,1742,19,0.5041172504425049,0.5357263088226318,1.0398435592651367,0.1
928811568921444352,ไฟดับอีกแล้ว,not_informative,not_humanitarian,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,79,12,1672,21,0.43267178535461426,1.0746676921844482,1.5073394775390625,0.1
910114199413694464,#คลิปจากเหตุการณ์: Kyle Hutton และ Roger Creager แต่งเพลงใหม่เพื่อระดมทุนช่วยเหลือผู้ประสบภัยพายุเฮอริเคน Harvey https://t.co/UqiAWl4UPW,not_informative,not_humanitarian,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,120,136,1756,25,0.5287971496582031,3.593228340148926,4.122025489807129,0.1
905664032949993472,นี่เราคิดไปเองหรือเปล่าว่าพายุฮาร์วีย์กับเออร์มาเหมือนจ้องจะถล่มแต่รัฐที่คนไม่เชื่อเรื่องโลกร้อนกันนะ? https://t.co/wMbeUFKAiI,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,112,126,1768,19,0.394364595413208,1.0938165187835693,1.4881811141967773,0.1
910231852681703424,ที่พักแบบเบดแอนด์เบรกฟาสต์ในเซนต์ออกัสตินกำลังเร่งเก็บกวาดซากความเสียหายหลังพายุเออร์มาพัดถล่ม,not_informative,not_humanitarian,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,144,94,1748,26,1.5241107940673828,3.665492296218872,5.189603090286255,0.1
876655110645989376,JDT สั่งย้าย Mora กลับไปคุม JDT II อ้างว่าตอนแรกเป็นแค่โค้ชขัดตาทัพเฉยๆ,not_informative,not_humanitarian,not_informative,,not_informative,not_humanitarian,123,71,492,10,0.39625048637390137,0.0,0.39625048637390137,0.1
910682398907617280,@Univision ย้ายผู้ประกาศข่าวหลักทุกคนไปที่เม็กซิโกซิตี้แล้ว #แผ่นดินไหว https://t.co/SqAOCAL55W,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,90,95,1738,19,2.3770928382873535,0.5134718418121338,2.8905646800994873,0.1
910682398907617280,@Univision ย้ายผู้ประกาศข่าวหลักทุกคนไปที่เม็กซิโกซิตี้แล้ว #แผ่นดินไหว https://t.co/SqAOCAL55W,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,90,95,1738,19,0.5464258193969727,0.5692400932312012,1.1156659126281738,0.1
914889010501300224,ภาพถ่ายจาก NASA เผยให้เห็นสภาพเปอร์โตริโกหลังพายุมาเรียพัดถล่มจนไฟฟ้าดับทั้งเกาะ https://t.co/QECgarGMZN https://t.co/OsHzPZFp4e,informative,other_relevant_information,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,119,128,1772,21,0.5118584632873535,0.8921277523040771,1.4039862155914307,0.1
905161596519018497,#ด่วน ประกาศเตือนภัยพายุทอร์นาโดในพื้นที่เขตอดัมส์และยอร์ก รัฐเพนซิลเวเนีย ถึงเวลา 16.45 น. ตามเวลาท้องถิ่น https://t.co/2xT9ZnAi8e … https://t.co/ZAATXXrFFB,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,130,157,1812,19,0.345597505569458,0.49303126335144043,0.8386287689208984,0.1
911908841675264002,แผ่นดินไหวเม็กซิโก: กองทัพเรือยืนยันว่าไม่มีเด็กสูญหายในโรงเรียนที่พังถล่มลงมา https://t.co/ITfTalpgxz https://t.co/uOOigR1YhG,informative,missing_or_found_people,informative,missing_or_found_people,informative,missing_or_found_people,113,126,1784,21,0.44851064682006836,0.701775312423706,1.1502859592437744,0.1
930496036216496129,น่าเศร้ามากที่ได้ข่าวครอบครัวในอิหร่านกับอิรักต้องสูญเสียคนในครอบครัวไปเยอะมากจากเหตุแผ่นดินไหว 💔,informative,injured_or_dead_people,informative,injured_or_dead_people,informative,injured_or_dead_people,125,97,1740,21,0.3603043556213379,0.4231984615325928,0.7835028171539307,0.1
910262990540242944,"เมืองนี้ถูกออกแบบมาให้ใช้รถยนต์เป็นหลัก แล้วถ้าพายุทำลายรถไป 250,000 คันแบบนี้ จะเกิดอะไรขึ้นต่อ #Harvey",informative,vehicle_damage,informative,vehicle_damage,informative,vehicle_damage,128,104,1740,17,0.3351163864135742,0.7452704906463623,1.0803868770599365,0.1
911980209175281664,ตอนนี้อยู่ที่สนามบิน PHX กำลังเตรียมโหลดของขึ้นเครื่องไปเม็กซิโก #แผ่นดินไหวเม็กซิโก,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,97,84,1720,19,0.49743056297302246,0.4907350540161133,0.9881656169891357,0.1
927214532669435906,@DrTorresLSU พวกเราบางคนในเกาะเวียเกสไม่มีไฟฟ้าใช้มา 61 วันแล้ว!! ช่วยด้วย! https://t.co/j2o3gjwXxb,informative,other_relevant_information,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,119,99,1750,21,0.494617223739624,0.611335039138794,1.105952262878418,0.1
904686036219027461,RT @NewsChannel8: มูลนิธิในเวอร์จิเนียกำลังรวบรวมของบริจาคเพื่อช่วยเหลือผู้หญิงที่ได้รับผลกระทบจากพายุ #Harvey https://t.co/1RtmkEKKHT https://t.co/Yux3ZynwT3,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,130,158,1794,25,0.6427175998687744,0.5361359119415283,1.1788535118103027,0.1
909813105210802176,บ้านเพื่อนแม่พังเพราะพายุ Irma แต่แม่ดันเผลอโพสต์รูปกิฟเด็กเต้นยั่วซะงั้น https://t.co/2VkwWfIwJQ,not_informative,not_humanitarian,informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,146,97,1750,21,0.4363391399383545,0.4548633098602295,0.891202449798584,0.1
917932273407754240,พิพิธภัณฑ์ PEANUTS ของชูลซ์ปิดให้บริการแล้ว เพราะไฟป่ากำลังลามเข้ามาใกล้,not_informative,not_humanitarian,informative,other_relevant_information,informative,other_relevant_information,132,72,1710,19,0.577756404876709,0.5471551418304443,1.1249115467071533,0.1
906713677818187777,แถมพายุฮาร์วีย์อีก แต่ก็นะ ในยุคทรัมป์นี่นักวิทยาศาสตร์เขาบอกว่าโลกร้อนไม่มีจริง https://t.co/5wyWdu57Rt,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,117,104,1752,19,0.3547961711883545,0.5407159328460693,0.8955121040344238,0.1
911671705516552194,"ซัลมา ฮาเย็ก บริจาคเงิน 100,000 ดอลลาร์ ช่วยผู้ประสบภัยแผ่นดินไหวในเม็กซิโก #infinitefireinc #salmahayek https://t.co/JsoZv8qUK3 https://t.co/zSj6TmzYcz",informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,138,152,1810,25,0.6083056926727295,0.5502278804779053,1.1585335731506348,0.1
907648716491841536,พนักงาน Amgen ลงพื้นที่ช่วยผู้ประสบภัยพายุที่ร็อกพอร์ต https://t.co/3ow3kS7aR4 https://t.co/cWQC2HH2sM,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,112,102,1756,25,0.6662106513977051,1.1817717552185059,1.847982406616211,0.1
930334010248593409,อิหร่านอยู่ในช่วงไว้อาลัยหลังเกิดเหตุแผ่นดินไหว มีผู้เสียชีวิตแล้ว 430 คน https://t.co/0zSZ87lmKR https://t.co/2SG4vfoXfP,informative,injured_or_dead_people,informative,injured_or_dead_people,informative,injured_or_dead_people,97,121,1772,21,0.4605295658111572,0.706777811050415,1.1673073768615723,0.1
911763174046814208,ปริมาณน้ำฝนเยอะมากจนน่าตกใจเลย #PrayersforPuertoRico #HurricaneMaria https://t.co/nx8D8F5kx8,informative,other_relevant_information,informative,other_relevant_information,informative,other_relevant_information,100,92,1736,19,0.5905570983886719,1.7050058841705322,2.295562982559204,0.1
916249442956832769,สิ่งที่ชาวปวยร์โตรีโกหลายคนต้องการมากที่สุดคือสิ่งของที่จับต้องได้ อ่านต่อที่ https://t.co/E7bBBaoXql https://t.co/NUNzSLhU6I,not_informative,not_humanitarian,informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,110,125,1764,25,0.5110797882080078,0.6099989414215088,1.1210787296295166,0.1
